symbol,sector,Ask,Ask.Size,Average.Daily.Volume,Bid,Bid.Size,Book.Value,Change,Change.From.200.day.Moving.Average,Change.From.50.day.Moving.Average,Change.From.52.week.High,Change.From.52.week.Low,Change.in.Percent,Currency,Days.High,Days.Low,Days.Range,Dividend.Pay.Date,Dividend.per.Share,Dividend.Yield,EBITDA,EPS,EPS.Estimate.Current.Year,EPS.Estimate.Next.Quarter,EPS.Estimate.Next.Year,Ex.Dividend.Date,Float.Shares,High.52.week,Last.Trade.Date,Last.Trade.Price.Only,Last.Trade.Size,Last.Trade.With.Time,Low.52.week,Market.Capitalization,Moving.Average.200.day,Moving.Average.50.day,Name,Open,PE.Ratio,PEG.Ratio,Percent.Change.From.200.day.Moving.Average,Percent.Change.From.50.day.Moving.Average,Percent.Change.From.52.week.High,Percent.Change.From.52.week.Low,Previous.Close,Price.to.Book,Price.to.EPS.Estimate.Current.Year,Price.to.EPS.Estimate.Next.Year,Price.to.Sales,Range.52.week,Revenue,Shares.Outstanding,Short.Ratio,Stock.Exchange,Target.Price.1.yr.,Volume,Return.Avg.50.day
AETI,Energy,1.7,1.00E+03,26307,1.65,300,1.33,-0.05,-0.18,-0.21,-3.5,0.15,-0.0294,USD,1.65,1.65,1.65 - 1.65,NA,NA,NA,-6.49E+06,-0.89,0.15,0,0.15,NA,5.24E+06,5.15,5/2/17,1.65,100,9:30am - <b>1.65</b>,1.5,1.38E+07,1.83,1.86,"American Electric Technologies,",1.65,NA,0,-0.0991,-0.1124,-0.6796,0.1,1.7,1.27,NA,NA,0.37,1.50 - 5.15,3.78E+07,8.34E+06,0.43,NCM,3.3,302,-0.001498
AEY,Consumer Services,1.79,200,22312,1.78,200,4.13,0.0102,-0.0161,-0.0828,-0.5299,0.1801,0.005763,USD,1.7873,1.78,1.7800 - 1.7873,NA,NA,NA,2.44E+06,0.048,NaN,0,NA,NA,4.70E+06,2.31,5/2/17,1.7801,500,10:48am - <b>1.7801</b>,1.6,1.80E+07,1.7962,1.8629,"ADDvantage Technologies Group,",1.78,37.0854,0,-0.008991,-0.044426,-0.229394,0.112562,1.7699,0.4285,NA,NA,0.4219,1.6000 - 2.3100,4.25E+07,1.01E+07,0.58,NGM,7.6,3245,1.47E-04
AFAM,Health Care,50.3,300,113630,50.2,500,29.76,-0.1,5.05,2.27,-0.67,15.09,-0.002,USD,50.85,50.2,50.20 - 50.85,12/28/12,0,0,3.94E+07,1.71,2.47,0.59,2.7,12/18/12,9.06E+06,50.97,5/2/17,50.3,150,12:08pm - <b>50.30</b>,35.21,5.12E+08,45.25,48.03,Almost Family Inc,50.5,29.42,2.78,0.1116,0.0472,-0.0132,0.4286,50.4,1.69,20.36,18.63,0.82,35.21 - 50.97,6.24E+08,1.02E+07,3.63,NMS,54.4,24501,5.67E-04
AFH,Finance,13.2,700,74575,13.1,400,10.59,-0.1,-2.62,0.07,-5.38,0.95,-0.0076,USD,13.3,13.06,13.06 - 13.30,NA,NA,NA,-3.77E+06,0.19,1.43,0.34,1.72,NA,1.11E+07,18.48,5/2/17,13.1,100,12:03pm - <b>13.10</b>,12.15,1.58E+08,15.72,13.03,"Atlas Financial Holdings, Inc.",13.15,68.95,0,-0.1669,0.0051,-0.2911,0.0782,13.2,1.25,9.16,7.62,0.89,12.15 - 18.48,1.78E+08,1.20E+07,3.66,NCM,15.5,4061,-0.005056471
AFMD,Health Care,2.3,4200,300444,2.25,2400,1.248,0.025,0.103,-0.115,-1.815,0.625,0.01111,USD,2.35,2.2,2.200 - 2.350,NA,NA,NA,-3.39E+07,-1.038,-0.91,-0.24,-1,NA,2.78E+07,4.09,5/2/17,2.275,100,12:04pm - <b>2.275</b>,1.65,1.00E+08,2.172,2.39,Affimed N.V.,2.25,NA,0,0.04736,-0.04812,-0.44377,0.37879,2.25,1.803,NA,NA,14.286,1.650 - 4.090,6.92E+06,4.39E+07,1.93,NGM,7.08,91315,0.00304153
AFSI,Finance,15.54,900,2923890,15.53,1800,13.81,-0.65,-8.63,-2.28,-12.95,2.02,-0.0402,USD,16.18,15.06,15.06 - 16.18,4/19/17,0.68,4.24,6.39E+08,2.08,2.52,0.65,2.84,3/30/17,8.27E+07,28.48,5/2/17,15.53,100,12:09pm - <b>15.53</b>,13.51,2.66E+09,24.16,17.81,"AmTrust Financial Services, Inc",15.79,7.47,0.62,-0.3572,-0.128,-0.4547,0.1495,16.18,1.17,6.16,5.47,0.51,13.51 - 28.48,5.46E+09,1.71E+08,4.67,NMS,25.33,1459180,-0.008767253
AGEN,Health Care,3.63,500,1239520,3.62,2400,-0.45,-0.07,-0.58,-0.07,-3.86,0.66,-0.0189,USD,3.72,3.57,3.57 - 3.72,NA,NA,NA,-1.01E+08,-1.46,-1.22,-0.32,-1.29,NA,7.55E+07,7.49,5/2/17,3.63,100,12:08pm - <b>3.63</b>,2.97,3.57E+08,4.21,3.7,Agenus Inc.,3.71,NA,0,-0.1373,-0.0193,-0.5154,0.2222,3.7,NA,NA,NA,16.12,2.97 - 7.49,2.26E+07,9.83E+07,8.52,NCM,7.95,220637,-0.002543834
AGFS,Finance,5.64,100,179320,5.63,300,6.7,-0.06,2.16,1.11,-1.1,3.67,-0.0105,USD,5.8,5.62,5.62 - 5.80,NA,NA,NA,6.17E+07,-2.26,-0.32,-0.32,-0.25,NA,2.41E+07,6.73,5/2/17,5.63,100,12:04pm - <b>5.63</b>,1.96,2.85E+08,3.47,4.52,"AgroFresh Solutions, Inc.",5.71,NA,-1.21,0.621,0.2457,-0.1634,1.8724,5.69,0.85,NA,NA,1.81,1.96 - 6.73,1.60E+08,5.07E+07,19.7,NMS,5.5,16319,0.015287095
AGII,Finance,66.65,100,110898,66.5,300,59.73,0.125,2.112,0.303,-2.45,17.475,0.00188,USD,66.7,66.2,66.200 - 66.700,3/15/17,1.08,1.64,2.30E+08,4.75,3.71,1.04,4.01,3/1/17,2.93E+07,69.025,5/2/17,66.575,100,12:09pm - <b>66.575</b>,49.1,2.00E+09,64.463,66.272,Argo Group International Holdin,66.6,14.016,2.6,0.03276,0.00457,-0.03549,0.35591,66.45,1.113,17.945,16.602,1.267,49.100 - 69.025,1.57E+09,3.00E+07,2.65,NMS,73.5,18816,-3.24E-04
AGIO,Health Care,49.24,200,587526,49.14,100,8.49,-2,-1.09,-3.99,-18.54,13.36,-0.0391,USD,51.28,48.57,48.57 - 51.28,NA,NA,NA,-1.95E+08,-5.07,-7.25,-1.75,-6.03,NA,3.61E+07,67.74,5/2/17,49.2,100,12:08pm - <b>49.20</b>,35.84,2.08E+09,50.29,53.19,"Agios Pharmaceuticals, Inc.",51,NA,0,-0.0218,-0.0751,-0.2737,0.3728,51.2,6.03,NA,NA,30.94,35.84 - 67.74,6.99E+07,4.22E+07,13.19,NMS,62.89,306040,4.92E-04
AGLE,Health Care,6.82,200,96187,6.75,100,4.69,-0.08,0.91,-0.44,-3.56,3.12,-0.0117,USD,6.92,6.76,6.76 - 6.92,NA,NA,NA,-2.18E+07,-2.22,-2.08,-0.48,-2.45,NA,6.32E+06,10.34,5/2/17,6.78,100,12:06pm - <b>6.78</b>,3.66,9.12E+07,5.87,7.22,"Aeglea BioTherapeutics, Inc.",6.76,NA,0,0.1543,-0.0611,-0.3443,0.8525,6.86,1.46,NA,NA,19.94,3.66 - 10.34,4.63E+06,1.35E+07,0.34,NGM,17,10758,0.007277549
AGTC,Health Care,5.9,800,176461,5.85,600,6.525,0.075,-2.132,-0.667,-11.535,0.425,0.01293,USD,6,5.75,5.750 - 6.000,NA,NA,NA,1.06E+07,0.629,0.36,0.06,-0.75,NA,1.02E+07,17.41,5/2/17,5.875,100,12:08pm - <b>5.875</b>,5.45,1.06E+08,8.007,6.542,Applied Genetic Technologies Co,5.75,10.217,0,-0.26625,-0.10198,-0.66255,0.07798,5.8,0.889,16.319,NA,2.239,5.450 - 17.410,4.69E+07,1.81E+07,2.57,NGM,13.71,26064,-0.006398126
AGYS,Technology,9.87,200,65795,9.79,200,5.21,-0.08,-0.02,0.42,-2.35,1.63,-0.0081,USD,10.12,9.76,9.76 - 10.12,NA,0,0,-3.23E+06,-0.35,-0.36,-0.12,-0.22,7/16/09,1.06E+07,12.15,5/2/17,9.8,100,11:02am - <b>9.80</b>,8.17,2.22E+08,9.82,9.38,"Agilysys, Inc.",9.89,NA,-1.84,-0.002,0.0448,-0.1934,0.1995,9.88,1.9,NA,NA,1.73,8.17 - 12.15,1.29E+08,2.26E+07,8.26,NMS,11,3740,0.001412935
AHGP,Energy,28.41,100,90120,28.33,100,9.71,-1.04,-0.24,0.7,-4.33,12.37,-0.0354,USD,29.52,28.26,28.26 - 29.52,2/17/17,2.2,8.26,6.89E+08,3.11,2.78,0.69,2.7,2/8/17,2.36E+07,32.7,5/2/17,28.37,180,12:06pm - <b>28.37</b>,16,1.70E+09,28.61,27.67,"Alliance Holdings GP, L.P.",29.41,9.13,0.76,-0.0084,0.0253,-0.1324,0.7731,29.41,3.03,10.21,10.51,0.91,16.00 - 32.70,1.93E+09,5.99E+07,0.94,NMS,31,157629,-0.002213553
AIMC,Capital Goods,43.65,300,138811,43.55,300,10.41,0,6.96,5.18,-3.3,17.83,0,USD,43.75,41.75,41.75 - 43.75,7/6/17,0.68,1.54,9.62E+07,0.97,1.91,0.45,2.19,3/15/17,2.82E+07,46.9,5/2/17,43.6,100,12:04pm - <b>43.60</b>,25.77,1.27E+09,36.64,38.42,Altra Industrial Motion Corp.,43.75,44.95,1.51,0.19,0.1348,-0.0704,0.6919,43.6,4.19,22.83,19.91,1.79,25.77 - 46.90,7.09E+08,2.92E+07,3.55,NMS,43.6,45164,0.002339713
AIQ,Health Care,13.2,3600,24993,13.1,8500,-13.11,0.1,3.57,1.95,-0.1,7.47,0.0076,USD,13.2,13.1,13.10 - 13.20,NA,NA,NA,1.24E+08,0.04,-0.06,0,NA,NA,4.08E+06,13.3,5/2/17,13.2,100,12:00pm - <b>13.20</b>,5.73,1.41E+08,9.62,11.25,"Alliance HealthCare Services, I",13.15,330,0,0.3714,0.1733,-0.0075,1.3037,13.1,NA,NA,NA,0.28,5.73 - 13.30,5.06E+08,1.06E+07,4.09,NGM,1.75,1985,0.005412354
AIRG,Technology,14.63,200,241111,14.57,4900,4.86,-0.32,-1.04,0.07,-14.73,7.21,-0.0215,USD,15.05,14.57,14.57 - 15.05,NA,NA,NA,4.32E+06,0.4,0.43,0.09,0.66,NA,7.48E+06,29.3,5/2/17,14.57,200,12:08pm - <b>14.57</b>,7.36,1.37E+08,15.61,14.5,"Airgain, Inc.",14.95,36.52,1.93,-0.0667,0.0047,-0.5027,0.9795,14.89,3.07,33.88,22.08,3.21,7.36 - 29.30,4.34E+07,9.37E+06,2.37,NCM,20.33,65742,5.14E-04
AIRT,Transportation,20,400,1157,18.75,500,12.413,0,-1.4226,-0.9992,-7.9715,1.7785,0,USD,NA,NA,NA,6/28/13,0,0,-3.26E+06,-1.289,0.7,0,0.7,6/5/13,7.34E+05,26.99,5/1/17,19.0185,NA,3:26pm - <b>19.0185</b>,17.24,3.88E+07,20.4411,20.0177,"Air T, Inc.",18.85,NA,0,-0.069595,-0.049916,-0.29535,0.103161,19.0185,1.5321,NA,NA,0.2787,17.2400 - 26.9900,1.39E+08,2.04E+06,3.86,NCM,NA,0,-0.002260201
AKAM,Miscellaneous,62.12,300,2150480,62.1,100,18.61,0.63,-2.5,0.83,-9.53,14.31,0.0102,USD,62.21,60.97,60.97 - 62.21,NA,NA,NA,7.08E+08,1.79,2.7,0.65,3.09,NA,1.68E+08,71.64,5/2/17,62.11,300,12:08pm - <b>62.11</b>,47.8,1.08E+10,64.61,61.28,"Akamai Technologies, Inc.",61.59,34.7,1.67,-0.0387,0.0135,-0.133,0.2994,61.48,3.3,23,20.1,4.55,47.80 - 71.64,2.34E+09,1.73E+08,4.17,NMS,71.2,855670,-9.60E-04
AKAO,Health Care,24.34,200,936625,24.29,200,2.995,-1.285,8.759,1.423,-3.465,21.635,-0.05018,USD,25.84,23.89,23.890 - 25.840,NA,NA,NA,-4.89E+07,-3.004,-2.31,-0.59,-2.67,NA,1.91E+07,27.79,5/2/17,24.325,100,12:07pm - <b>24.325</b>,2.69,8.70E+08,15.566,22.902,"Achaogen, Inc.",25.81,NA,-0.17,0.56274,0.06212,-0.12469,8.04275,25.61,8.551,NA,NA,21.936,2.690 - 27.790,4.18E+07,3.58E+07,3.59,NGM,28.71,357427,0.002569093
AKBA,Health Care,12.71,700,699175,12.68,500,1.77,-0.35,3.38,3.1,-1.25,5.69,-0.0268,USD,13.09,12.21,12.21 - 13.09,NA,NA,NA,-1.36E+08,-3.6,-2.03,-0.52,-2.29,NA,1.45E+07,13.94,5/2/17,12.69,100,12:08pm - <b>12.69</b>,7,2.32E+08,9.31,9.59,"Akebia Therapeutics, Inc.",12.99,NA,0,0.3627,0.3229,-0.0897,0.8129,13.04,7.38,NA,NA,155.46,7.00 - 13.94,1.53E+06,1.83E+07,5.66,NGM,19.17,438488,0.005740592
AKER,Health Care,1.65,4.00E+03,252239,1.6,6300,0.62,0,-0.23,0.01,-2.1,0.45,0,USD,1.7,1.6,1.60 - 1.70,NA,NA,NA,-4190000,-0.61,-1.24,0,-0.3,NA,6.73E+06,3.7,5/2/17,1.6,100,12:09pm - <b>1.60</b>,1.15,1.42E+07,1.83,1.59,Akers Biosciences Inc,1.7,NA,0,-0.126,0.0032,-0.5676,0.3913,1.6,2.58,NA,NA,4.78,1.15 - 3.70,2.96E+06,8.85E+06,0.41,NCM,11,74899,0.00875067
AKRX,Health Care,33.43,800,3921290,33.42,2800,6.59,0.11,10.12,5.83,-1.97,15.82,0.0033,USD,33.45,33.3,33.30 - 33.45,NA,0,0,4.60E+08,1.47,1.62,0.4,1.76,NA,8.13E+07,35.4,5/2/17,33.43,100,12:08pm - <b>33.43</b>,17.61,4.16E+09,23.31,27.6,"Akorn, Inc.",33.32,22.7,5.15,0.434,0.2113,-0.0556,0.8984,33.32,5.06,20.64,18.99,3.71,17.61 - 35.40,1.12E+09,1.24E+08,5.44,NMS,29.22,2761242,0.009198715
ALBO,Health Care,21.3,100,18954,21.01,200,5.87,-0.28,-0.68,-1.47,-16.67,13.18,-0.0131,USD,21.02,20.57,20.57 - 21.02,NA,NA,NA,-6.86E+06,-13.19,NA,0,-4.32,NA,2.59E+06,37.69,5/2/17,21.02,100,11:37am - <b>21.02</b>,7.84,132260000,21.7,22.49,"Albireo Pharma, Inc.",20.57,NA,0,-0.0312,-0.0655,-0.4423,1.6815,21.3,3.63,NA,NA,11.79,7.84 - 37.69,1.14E+07,6.29E+06,0.94,NCM,40,5852,-8.67E-04
ALCO,Consumer Non-Durables,29.95,500,6938,29.5,600,20.62,0.15,2.79,2.48,-2.81,4.84,0.0051,USD,29.85,29.55,29.55 - 29.85,4/14/17,0.24,0.8,3.84E+07,0.99,0.41,0,0.56,3/29/17,6.54E+06,32.66,5/2/17,29.85,100,11:43am - <b>29.85</b>,25.01,2.49E+08,27.06,27.37,"Alico, Inc.",29.65,30.18,0,0.1031,0.0907,-0.086,0.1935,29.7,1.44,NA,NA,1.75,25.01 - 32.66,1.41E+08,8.33E+06,15.64,NMS,38,1004,0.002624833
ALGN,Health Care,134.8,100,767407,134.74,100,13.08,1.09,34.25,19.07,-10.47,60.92,0.0082,USD,135,133.38,133.38 - 135.00,NA,NA,NA,2.82E+08,2.68,3.2,0.78,3.87,NA,7.40E+07,145.24,5/2/17,134.77,300,12:09pm - <b>134.77</b>,73.85,1.08E+10,100.52,115.7,"Align Technology, Inc.",133.56,50.29,1.79,0.3407,0.1648,-0.0721,0.8249,133.68,10.22,42.12,34.82,9.28,73.85 - 145.24,1.15E+09,7.99E+07,6.82,NMS,145.83,669886,0.006046045
ALGT,Transportation,144.9,100,122838,144.5,100,28.915,0.025,-17.907,-12.769,-37.625,22.925,1.70E-04,USD,145.9,143.7,143.700 - 145.900,3/15/17,2.8,1.93,4.20E+08,11.405,9.74,2.05,11.77,3/1/17,1.16E+07,182.25,5/2/17,144.625,100,12:08pm - <b>144.625</b>,121.7,2.37E+09,162.532,157.394,Allegiant Travel Company,144.5,12.681,-50.03,-0.11018,-0.08113,-0.20645,0.18837,144.6,5.001,14.849,12.288,1.705,121.700 - 182.250,1.39E+09,1.64E+07,7.9,NMS,168.18,91843,-0.003265276
ALIM,Health Care,1.59,100,691628,1.58,14100,-0.67,-0.04,0.33,0.13,-0.81,0.58,-0.0245,USD,1.65,1.56,1.56 - 1.65,NA,NA,NA,-2.51E+07,-0.63,-0.14,-0.02,0.2,NA,2.73E+07,2.4,5/2/17,1.59,100,12:05pm - <b>1.59</b>,1.01,1.03E+08,1.26,1.46,"Alimera Sciences, Inc.",1.63,NA,0,0.2579,0.0914,-0.3375,0.5665,1.63,NA,NA,7.95,3.08,1.01 - 2.40,3.43E+07,6.49E+07,1.07,NGM,5.33,181134,0.006071999
ALJJ,Miscellaneous,3.31,300,41049,3.3,1700,2.16,0.03,-0.65,-0.24,-2.2,0.14,0.0092,USD,3.34,3.28,3.28 - 3.34,NA,NA,NA,2.93E+07,0.31,NA,0,NA,NA,1.57E+07,5.5,5/2/17,3.3,100,12:01pm - <b>3.30</b>,3.16,1.14E+08,3.95,3.54,ALJ REGIONAL HLDGS,3.34,10.61,0,-0.1654,-0.0673,-0.4,0.0443,3.27,1.52,NA,NA,0.4,3.16 - 5.50,2.81E+08,3.46E+07,5.38,NGM,NA,19116,-0.002354746
ALKS,Health Care,58.4,200,861318,58.36,100,7.97,-0.96,2.34,0.56,-4.12,21.67,-0.0162,USD,60.08,58.33,58.33 - 60.08,NA,NA,NA,-1.08E+08,-1.32,-0.02,0.02,0.47,NA,1.51E+08,62.5,5/2/17,58.38,100,12:09pm - <b>58.38</b>,36.71,8.91E+09,56.04,57.82,Alkermes plc,59.57,NA,104.44,0.0418,0.0097,-0.0659,0.5903,59.34,7.45,NA,124.21,11.61,36.71 - 62.50,7.81E+08,1.53E+08,7.71,NMS,64.08,212545,0.001132524
ALLT,Technology,4.87,100,83785,4.86,100,4.76,-0.03,-0.06,0.09,-0.8,0.37,-0.0061,USD,4.89,4.85,4.85 - 4.89,NA,NA,NA,-3.77E+06,-0.24,-0.07,-0.03,0.01,NA,2.98E+07,5.67,5/2/17,4.87,100,12:01pm - <b>4.87</b>,4.5,1.61E+08,4.93,4.78,Allot Communications Ltd.,4.89,NA,18.61,-0.0126,0.0186,-0.1411,0.0822,4.9,1.03,NA,487,1.8,4.50 - 5.67,9.04E+07,3.31E+07,8.16,NMS,5.17,8229,2.36E-04
ALNY,Health Care,53.65,100,917833,53.58,300,10.71,-1.71,8.85,1.99,-26.46,22.27,-0.0309,USD,55.38,52.78,52.78 - 55.38,NA,NA,NA,-4.09E+08,-4.79,-5.19,-1.25,-4.65,NA,7.11E+07,80.11,5/2/17,53.65,100,12:08pm - <b>53.65</b>,31.38,4.61E+09,44.8,51.66,"Alnylam Pharmaceuticals, Inc.",55.38,NA,-0.23,0.1976,0.0386,-0.3303,0.7097,55.36,5.17,NA,NA,100.97,31.38 - 80.11,4.72E+07,8.60E+07,12.01,NMS,65.13,378457,0.00306689
ALOG,Capital Goods,73.8,300,112423,73.7,200,43.44,0.5,-6.76,0.51,-22.1,4.1,0.0068,USD,73.8,73.05,73.05 - 73.80,3/31/17,0.4,0.56,6.54E+07,1.86,3.18,1.02,3.43,3/15/17,1.24E+07,95.85,5/2/17,73.75,100,12:08pm - <b>73.75</b>,69.65,9.21E+08,80.51,73.24,Analogic Corporation,73.05,39.59,1.52,-0.0839,0.007,-0.2306,0.0589,73.25,1.69,23.19,21.5,1.76,69.65 - 95.85,518690000,1.25E+07,6.98,NMS,76,21656,-0.002172287
ALOT,Technology,14.85,100,18626,14.6,200,9.456,-0.399,0.474,-0.102,-1.859,2.051,-0.02669,USD,14.95,14.55,14.550 - 14.950,3/30/17,0.28,1.89,9.31E+06,0.56,1.09,0,1.06,3/21/17,5.60E+06,16.41,5/2/17,14.551,100,11:34am - <b>14.551</b>,12.5,1.10E+08,14.076,14.653,"AstroNova, Inc.",14.95,25.984,0,0.03371,-0.00697,-0.11328,0.16408,14.95,1.581,NA,NA,1.143,12.500 - 16.410,9.85E+07,7.53E+06,0.47,NGM,23,1870,0.00216479
ALQA,Health Care,0.42,400,564523,0.415,100,1.082,-0.003,-0.185,-0.09,-1.064,0.066,-0.00716,USD,0.431,0.395,0.395 - 0.431,NA,NA,NA,-2.33E+07,-1.01,-0.59,-0.15,-0.26,NA,2.73E+07,1.48,5/2/17,0.416,100,12:07pm - <b>0.416</b>,0.35,1.46E+07,0.601,0.506,"Alliqua BioMedical, Inc.",0.41,NA,-0.05,-0.30726,-0.1774,-0.71892,0.18823,0.419,0.387,NA,NA,0.807,0.350 - 1.480,1.82E+07,3.51E+07,0.98,NCM,1.81,262774,-7.05E-04
ALRM,Technology,32.76,100,270193,32.75,200,4.14,-0.08,3.34,1.4,-1.71,12.81,-0.0024,USD,32.97,32.71,32.71 - 32.97,NA,NA,NA,4.48E+07,0.21,0.74,0.18,0.89,NA,2.02E+07,34.43,5/2/17,32.72,100,12:07pm - <b>32.72</b>,19.91,1.51E+09,29.38,31.32,"Alarm.com Holdings, Inc.",32.84,155.81,2.22,0.1135,0.0445,-0.0497,0.6434,32.8,7.91,44.22,36.76,5.81,19.91 - 34.43,2.61E+08,4.62E+07,2.67,NMS,37.13,54056,0.002534501
ALSK,Public Utilities,2.41,300,163075,2.4,1.00E+03,3.07,0.04,0.67,0.39,-0.2,0.92,0.0169,USD,2.42,2.33,2.33 - 2.42,10/17/12,0,0,5.45E+07,0.05,0.05,0.01,0.07,9/26/12,4.87E+07,2.61,5/2/17,2.41,100,12:08pm - <b>2.41</b>,1.49,1.25E+08,1.74,2.02,Alaska Communications Systems G,2.35,51.28,-0.95,0.3858,0.1922,-0.0766,0.6174,2.37,0.77,48.2,34.43,0.54,1.49 - 2.61,2.27E+08,5.20E+07,0.58,NMS,2.9,47268,0.007429666
ALXN,Health Care,133.11,100,2003430,133.06,100,39.54,1.49,8.16,12.93,-23.94,23.96,0.0113,USD,133.57,130.06,130.06 - 133.57,NA,NA,NA,1.25E+09,2.1,5.31,1.34,6.6,NA,2.23E+08,157.02,5/2/17,133.08,100,12:09pm - <b>133.08</b>,109.12,2.98E+10,124.92,120.15,"Alexion Pharmaceuticals, Inc.",130.91,63.4,1.33,0.0653,0.1076,-0.1525,0.2196,131.59,3.33,25.06,20.16,9.06,109.12 - 157.02,3.25E+09,2.24E+08,1.71,NMS,159.84,1019611,-2.91E-04
AMAG,Health Care,22.4,1.00E+03,941554,22.35,700,27.213,-2.275,-4.183,-0.524,-14.45,4.455,-0.09229,USD,24.4,22.05,22.050 - 24.400,NA,NA,NA,2.31E+08,-0.072,6.36,1.68,3.55,NA,3.07E+07,36.825,5/2/17,22.375,167,12:07pm - <b>22.375</b>,17.92,7.68E+08,26.558,22.899,"AMAG Pharmaceuticals, Inc.",24.4,NA,-0.32,-0.15749,-0.02287,-0.3924,0.2486,24.65,0.906,3.518,6.303,1.591,17.920 - 36.825,532090000,3.43E+07,7.22,NMS,28.6,883302,4.08E-04
AMAT,Technology,41.61,1400,8794680,41.6,1600,7.119,-0.0933,7.2944,2.4696,-0.2133,22.1467,-0.002237,USD,41.75,41.13,41.1300 - 41.7500,6/15/17,0.4,0.98,2.99E+09,1.944,2.66,0.66,2.84,2/17/17,1.08E+09,41.82,5/2/17,41.6067,223,12:09pm - <b>41.6067</b>,19.46,4.49E+10,34.3123,39.1371,"Applied Materials, Inc.",41.72,21.4026,0.73,0.212588,0.063101,-0.0051,1.138063,41.7,5.8576,15.6416,14.6502,3.8012,19.4600 - 41.8200,1.19E+10,1.08E+09,1.37,NMS,41.16,3196846,0.002991126
AMBA,Technology,57.57,100,879918,57.5,300,13.62,0.07,1.61,2.86,-17.43,22.26,0.0012,USD,57.89,56.84,56.84 - 57.89,NA,NA,NA,6.20E+07,1.68,2.19,0.49,2.55,NA,3.21E+07,74.95,5/2/17,57.52,100,12:08pm - <b>57.52</b>,35.26,1.93E+09,55.91,54.66,"Ambarella, Inc.",57.5,34.24,1.59,0.0288,0.0523,-0.2325,0.6313,57.45,4.22,26.26,22.56,6.21,35.26 - 74.95,3.10E+08,3.35E+07,3.65,NMS,64.4,305891,5.63E-04
AMBC,Finance,18.83,200,382430,18.79,200,37.94,-0.07,-2.52,-0.35,-8.45,4.04,-0.0037,USD,19,18.76,18.76 - 19.00,NA,NA,NA,4.43E+08,1.64,3.8,0.45,1.55,NA,4.51E+07,27.25,5/2/17,18.8,100,12:07pm - <b>18.80</b>,14.76,8.50E+08,21.32,19.15,"Ambac Financial Group, Inc.",18.93,11.46,0.45,-0.118,-0.0181,-0.3101,0.2737,18.87,0.5,4.95,12.13,1.57,14.76 - 27.25,5.44E+08,4.52E+07,3.4,NMS,22.67,57836,-0.00290536
AMCX,Consumer Services,59.11,400,704264,59.07,200,-0.44,-0.73,3.53,0.29,-11.21,12.9,-0.0122,USD,59.94,58.39,58.39 - 59.94,NA,NA,NA,8.66E+08,3.74,6.25,1.51,6.8,NA,5.42E+07,70.28,5/2/17,59.07,100,12:07pm - <b>59.07</b>,46.17,4.00E+09,55.54,58.78,AMC Networks Inc.,59.84,15.79,1.11,0.0636,0.005,-0.1595,0.2795,59.8,NA,9.45,8.69,1.47,46.17 - 70.28,2.76E+09,6.77E+07,6.43,NMS,63.72,341390,0.001198878
AMD,Technology,11.02,2.60E+04,67873800,11.01,33200,0.445,-2.6039,-0.166,-2.5639,-4.5339,7.5661,-0.191182,USD,11.76,10.81,10.8100 - 11.7600,NA,0,0,-2.49E+08,-0.6,0.08,0.07,0.29,NA,8.37E+08,15.55,5/2/17,11.0161,500,12:08pm - <b>11.0161</b>,3.45,1.04E+10,11.1821,13.58,"Advanced Micro Devices, Inc.",11.73,NA,-1.73,-0.014845,-0.1888,-0.291569,2.193072,13.62,30.6067,137.7012,37.9866,2.9993,3.4500 - 15.5500,4270000000,9.41E+08,1.51,NCM,12.2,147111469,9.88E-04
AMDA,Health Care,0.378,1.10E+04,658456,0.371,17400,0.656,0.002,-0.169,-0.021,-1.293,0.023,0.00587,USD,0.38,0.371,0.371 - 0.380,NA,NA,NA,-8.81E+06,-1.581,-0.92,-0.08,-0.32,NA,2.42E+07,1.67,5/2/17,0.377,100,12:07pm - <b>0.377</b>,0.354,9.95E+06,0.546,0.398,Amedica Corporation,0.38,NA,0,-0.30975,-0.0529,-0.77425,0.06588,0.375,0.571,NA,NA,0.594,0.354 - 1.670,16670000,2.64E+07,3.54,NCM,3.25,87445,-0.002576339
AMED,Health Care,56.07,100,226815,55.99,100,13.7,0.84,9.93,4.39,-0.37,21.45,0.0152,USD,56.4,54.87,54.87 - 56.40,NA,NA,NA,8.15E+07,1.1,2.01,0.5,2.36,NA,3.30E+07,56.4,5/2/17,56.03,100,12:08pm - <b>56.03</b>,34.58,1.88E+09,46.1,51.64,Amedisys Inc,55.1,50.94,1.22,0.2154,0.085,-0.0066,0.6203,55.19,4.03,27.88,23.74,1.31,34.58 - 56.40,1.42E+09,3.36E+07,13.51,NMS,54.78,92052,0.002683005
AMEH,NA,NA,NA,528,NA,NA,-1.19,-0.1,2.37,0.55,-0.45,8.39,-0.0101,USD,9.8,9.8,9.80 - 9.80,NA,NA,NA,-8.59E+06,-1.53,NA,0,NA,NA,2.99E+06,10.25,5/2/17,9.8,1.00E+03,9:53am - <b>9.80</b>,1.41,5.84E+07,7.43,9.25,APOLLO MEDICAL HLDGS,9.8,NA,0,0.3194,0.0599,-0.0439,5.9504,9.9,NA,NA,NA,1.08,1.41 - 10.25,5.45E+07,5.96E+06,0,PNK,NA,1.00E+03,2.34E-04
